Name,Disc. Date,R.A.,Dec.,Total Epochs,Epochs Pre-SN,Epochs Post-SN,First Epoch,Last Epoch
SN2006go,2006-09-12,0h24m33.76s,-0d16m44.7s,5,2,3,749291553.495,877740220.495
SN2006gu,2006-08-27,0h40m38.98s,-0d04m25s,5,0,5,873278922.495,878710054.995
SN2006gu,2006-08-27,0h40m38.98s,-0d04m25s,5,0,5,873278922.495,878710054.995
SN2006gv,2006-09-11,1h48m36.37s,0d19m41.6s,3,2,1,780823922.495,908438541.495
SN2006gv,2006-09-11,1h48m36.37s,0d19m41.6s,3,2,1,780823922.495,908438541.495
SN2006hb,2006-09-27,5h02m01.28s,-21d07m55.1s,4,3,1,818173412.995,853069492.495
SN2006hb,2006-09-27,5h02m01.28s,-21d07m55.1s,4,3,1,818173412.995,853069492.495
SN2006hd,2006-09-11,21h44m03.36s,0d43m31.8s,3,2,1,746284457.495,904906968.995
SN2006hd,2006-09-11,21h44m03.36s,0d43m31.8s,3,2,1,746284457.495,904906968.995
SN2006he,2006-09-11,22h04m24s,0d41m26.8s,6,3,3,775816938.995,903344844.995
SN2006he,2006-09-11,22h04m24s,0d41m26.8s,7,4,3,775816938.995,903344844.995
SN2006hf,2006-09-11,23h00m52.48s,-0d58m52.4s,6,0,6,844703750.995,874486261.495
SN2006hf,2006-09-11,23h00m52.48s,-0d58m52.4s,6,0,6,844703750.995,874486261.495
SN2006hh,2006-09-16,2h42m26.713s,-0d47m39.28s,1,0,1,1006023947.495,1006023947.495
SN2006hi,2006-09-17,1h23m45.96s,0d48m58.5s,4,2,2,780113024.995,906462702.495
SN2006hi,2006-09-17,1h23m45.96s,0d48m58.5s,4,2,2,780113024.995,906462702.495
SN2006hj,2006-09-18,21h10m20.88s,0d55m56.4s,2,0,2,904587422.495,904871171.995
SN2006hj,2006-09-18,21h10m20.88s,0d55m56.4s,6,0,6,904587422.495,999949824.995
SN2006hk,2006-09-18,23h20m29.54s,-1d09m28.2s,6,0,6,843833927.995,909739853.495
SN2006hk,2006-09-18,23h20m29.54s,-1d09m28.2s,6,0,6,843833927.995,909739853.495
SN2006hl,2006-09-18,23h22m46.08s,0d31m56.34s,6,3,3,745870488.495,908042147.995
SN2006hl,2006-09-18,23h22m46.08s,0d31m56.34s,7,3,4,745870488.495,939768092.495
SN2006hn,2006-09-28,11h07m18.67s,76d41m49.8s,2,2,0,754518343.495,816144064.495
SN2006hn,2006-09-28,11h07m18.67s,76d41m49.8s,3,2,1,754518343.495,1005462168.995
SN2006hq,2006-09-16,23h39m47.15s,0d12m18.8s,5,1,4,842277795.495,874421247.495
SN2006hq,2006-09-16,23h39m47.15s,0d12m18.8s,5,1,4,842277795.495,874421247.495
SN2006hr,2006-09-17,1h50m15.528s,-0d53m12.09s,4,2,2,780823354.995,908462196.495
SN2006hr,2006-09-17,1h50m15.528s,-0d53m12.09s,4,2,2,780823354.995,908462196.495
SN2006hs,2006-09-17,2h36m04.86s,-0d59m39s,2,0,2,911160265.495,911166313.995
SN2006hs,2006-09-17,2h36m04.86s,-0d59m39s,2,0,2,911160265.495,911166313.995
SN2006ht,2006-09-20,21h12m48.189s,0d55m04.36s,5,1,4,776391394.495,905125356.495
SN2006ht,2006-09-20,21h12m48.189s,0d55m04.36s,12,2,10,776391394.495,997483567.995
SN2006hu,2006-09-18,3h34m22.728s,-1d07m23.3s,5,1,4,753890204.495,911154184.495
SN2006hu,2006-09-18,3h34m22.728s,-1d07m23.3s,5,1,4,753890204.495,911154184.495
SN2006hv,2006-09-18,22h27m19.92s,1d01m50.59s,1,0,1,1002452194.495,1002452194.495
SN2006hw,2006-09-22,3h13m03.302s,-0d28m18.23s,3,0,3,876982628.995,913159368.995
SN2006hw,2006-09-22,3h13m03.302s,-0d28m18.23s,3,0,3,876982628.995,913159368.995
SN2006hx,2006-09-28,1h13m57.31s,0d22m18s,6,0,6,874414819.495,906266853.495
SN2006hx,2006-09-28,1h13m57.31s,0d22m18s,11,0,11,874414819.495,1000795797.495
SN2006hy,2006-09-15,22h08m19.44s,-1d11m46.8s,6,5,1,775817443.495,903475035.995
SN2006hy,2006-09-15,22h08m19.44s,-1d11m46.8s,8,7,1,775817443.495,903475035.995
SN2006ib,2006-09-22,3h16m11.83s,-0d36m03.4s,4,1,3,753713497.995,913254007.495
SN2006ib,2006-09-22,3h16m11.83s,-0d36m03.4s,5,1,4,753713497.995,913254007.495
SN2006ie,2006-09-11,22h56m42.17s,3d31m33.5s,2,2,0,776208001.495,776213922.495
SN2006ik,2006-09-13,1h26m06.33s,-5d43m57s,1,0,1,877585754.995,877585754.995
SN2006ik,2006-09-13,1h26m06.33s,-5d43m57s,1,0,1,877585754.995,877585754.995
SN2006io,2006-09-19,0h06m54.9s,-1d38m02.3s,2,2,0,746965351.495,750699605.995
SN2006io,2006-09-19,0h06m54.9s,-1d38m02.3s,2,2,0,746965351.495,750699605.995
SN2006iy,2006-09-20,22h01m53.04s,1d02m40.16s,7,3,4,775893644.995,903433597.495
SN2006iy,2006-09-20,22h01m53.04s,1d02m40.16s,10,3,7,775893644.995,936692126.495
SN2006iz,2006-09-30,21h16m17.2s,0d33m34.2s,4,3,1,776391580.995,905516060.495
SN2006iz,2006-09-30,21h16m17.2s,0d33m34.2s,4,3,1,776391580.995,905516060.495
SN2006ja,2006-09-30,22h26m51.84s,0d30m23.08s,2,0,2,1002452193.995,1002457816.995
SN2006jf,2006-09-15,22h34m54.57s,0d00m07.3s,1,0,1,1002457293.995,1002457293.995
SN2006jg,2006-09-17,22h48m26.64s,-0d26m07s,5,4,1,776124177.995,844342416.995
SN2006jg,2006-09-17,22h48m26.64s,-0d26m07s,6,4,2,776124177.995,938898814.495
SN2006jh,2006-09-19,0h06m45.742s,-0d02m12.29s,7,1,6,750688363.995,878473723.495
SN2006jh,2006-09-19,0h06m45.742s,-0d02m12.29s,7,1,6,750688363.995,878473723.495
SN2006ji,2006-09-20,20h32m46.79s,0d55m37.5s,2,2,0,838573929.495,841827728.495
SN2006ji,2006-09-20,20h32m46.79s,0d55m37.5s,2,2,0,838573929.495,841827728.495
SN2006jj,2006-09-27,20h59m34.81s,1d13m23.7s,6,2,4,838922594.995,904670234.495
SN2006jj,2006-09-27,20h59m34.81s,1d13m23.7s,6,2,4,838922594.995,904670234.495
SN2006jk,2006-09-27,21h52m57.6s,0d15m13.2s,3,3,0,775816193.495,777296571.995
SN2006jk,2006-09-27,21h52m57.6s,0d15m13.2s,4,4,0,775816193.495,811486062.495
SN2006jm,2006-09-29,22h54m12.24s,1d03m03.2s,4,1,3,842112635.495,907557074.495
SN2006jm,2006-09-29,22h54m12.24s,1d03m03.2s,5,1,4,842112635.495,938301623.995
SN2006jp,2006-09-30,20h56m56.17s,-0d16m44.9s,4,4,0,745758439.995,810392638.995
SN2006jq,2006-10-01,3h37m06.456s,0d00m33.38s,2,0,2,913348605.995,913378217.495
SN2006jq,2006-10-01,3h37m06.456s,0d00m33.38s,3,0,3,913348605.995,943779189.495
SN2006jr,2006-10-01,3h39m47.16s,0d59m31.68s,2,1,1,753889560.995,912301655.495
SN2006jr,2006-10-01,3h39m47.16s,0d59m31.68s,2,1,1,753889560.995,912301655.495
SN2006jt,2006-10-02,21h58m48.24s,0d11m54.65s,11,7,4,775816812.495,905953851.995
SN2006jt,2006-10-02,21h58m48.24s,0d11m54.65s,11,7,4,775816812.495,905953851.995
SN2006ju,2006-10-02,23h24m38.93s,-0d43m04.4s,10,3,7,745781686.495,909526905.995
SN2006ju,2006-10-02,23h24m38.93s,-0d43m04.4s,14,3,11,745781686.495,940626019.495
SN2006jv,2006-10-03,1h30m32.21s,0d13m11.2s,4,2,2,780113745.995,908201884.495
SN2006jv,2006-10-03,1h30m32.21s,0d13m11.2s,4,2,2,780113745.995,908201884.495
SN2006jw,2006-10-03,2h23m22.22s,0d49m08.5s,3,1,2,753630204.495,908858358.495
SN2006jw,2006-10-03,2h23m22.22s,0d49m08.5s,3,1,2,753630204.495,908858358.495
SN2006jx,2006-10-03,3h52m14.06s,0d17m31.5s,3,1,2,754203504.995,913710010.495
SN2006jx,2006-10-03,3h52m14.06s,0d17m31.5s,4,1,3,754203504.995,943447942.495
SN2006jy,2006-10-04,1h02m56.35s,0d10m58.9s,3,1,2,749492909.995,876864759.995
SN2006jy,2006-10-04,1h02m56.35s,0d10m58.9s,3,1,2,749492909.995,876864759.995
SN2006jz,2006-10-11,0h11m24.567s,0d42m07.01s,13,2,11,750688511.995,906787489.995
SN2006jz,2006-10-11,0h11m24.567s,0d42m07.01s,13,2,11,750688511.995,906787489.995
SN2006ka,2006-10-11,2h18m26.597s,0d13m33.72s,3,1,2,753630055.995,908882201.995
SN2006ka,2006-10-11,2h18m26.597s,0d13m33.72s,3,1,2,753630055.995,908882201.995
SN2006kd,2006-10-13,1h07m49.944s,0d49m42.89s,5,2,3,749492334.995,906829509.995
SN2006kd,2006-10-13,1h07m49.944s,0d49m42.89s,15,2,13,749492334.995,969694758.495
SN2006ke,2006-10-19,5h52m37.38s,66d49m00.5s,2,0,2,850731989.495,855388246.495
SN2006kj,2006-09-27,3h24m32.9s,1d01m21.4s,3,1,2,753712757.495,913283580.495
SN2006kj,2006-09-27,3h24m32.9s,1d01m21.4s,3,1,2,753712757.495,913283580.495
SN2006kk,2006-09-28,0h27m39.86s,0d38m58.2s,6,1,5,779793343.495,906569194.495
SN2006kk,2006-09-28,0h27m39.86s,0d38m58.2s,6,1,5,779793343.495,906569194.495
SN2006kl,2006-09-28,0h31m33.38s,-0d08m07.9s,7,0,7,844443010.495,877698818.995
SN2006kl,2006-09-28,0h31m33.38s,-0d08m07.9s,7,0,7,844443010.495,877698818.995
SN2006km,2006-09-29,2h20m37.93s,0d20m54.2s,2,1,1,753630055.995,908882201.995
SN2006km,2006-09-29,2h20m37.93s,0d20m54.2s,2,1,1,753630055.995,908882201.995
SN2006kp,2006-10-01,2h11m11.593s,0d41m47.79s,4,1,3,753629614.495,911071463.495
SN2006kp,2006-10-01,2h11m11.593s,0d41m47.79s,4,1,3,753629614.495,911071463.495
SN2006kr,2006-10-11,0h19m19.68s,1d05m26.6s,4,1,3,842324882.495,876994786.495
SN2006kr,2006-10-11,0h19m19.68s,1d05m26.6s,4,1,3,842324882.495,876994786.495
SN2006ks,2006-10-11,22h30m04.56s,0d00m11.21s,1,0,1,1002457554.995,1002457554.995
SN2006ku,2006-10-13,23h38m13.59s,1d14m57s,5,3,2,750113713.495,874397450.495
SN2006ku,2006-10-13,23h38m13.59s,1d14m57s,5,3,2,750113713.495,874397450.495
SN2006kw,2006-10-16,2h14m57.912s,0d36m09.8s,6,0,6,877148373.495,911089541.495
SN2006kw,2006-10-16,2h14m57.912s,0d36m09.8s,6,0,6,877148373.495,911089541.495
SN2006kx,2006-10-16,3h42m14.66s,0d28m42.1s,5,1,4,754203948.995,913372301.995
SN2006kx,2006-10-16,3h42m14.66s,0d28m42.1s,6,1,5,754203948.995,943483445.495
SN2006la,2006-10-17,22h42m48.24s,-0d54m06.33s,6,5,1,776165741.495,905723799.995
SN2006la,2006-10-17,22h42m48.24s,-0d54m06.33s,7,6,1,776165741.495,905723799.995
SN2006lj,2006-09-27,0h10m43.59s,0d12m06.5s,10,1,9,750688511.995,908710669.995
SN2006lj,2006-09-27,0h10m43.59s,0d12m06.5s,10,1,9,750688511.995,908710669.995
SN2006lk,2006-10-03,3h32m04.6s,-0d06m00.6s,3,0,3,849774335.495,913679875.995
SN2006lk,2006-10-03,3h32m04.6s,-0d06m00.6s,3,0,3,849774335.495,913679875.995
SN2006ll,2006-10-11,22h07m28.14s,-0d54m12.3s,9,6,3,775817443.495,906177966.995
SN2006ll,2006-10-11,22h07m28.14s,-0d54m12.3s,13,8,5,775817443.495,938118393.495
SN2006lm,2006-10-11,22h20m12.72s,0d24m35.7s,5,0,5,934378545.995,1002457949.995
SN2006lo,2006-10-12,21h34m19.2s,0d35m19.6s,147,19,128,838893495.495,903392306.995
SN2006lo,2006-10-12,21h34m19.2s,0d35m19.6s,359,163,196,806563713.495,968771983.995
SN2006lp,2006-10-13,0h27m05.68s,-0d07m33.5s,8,2,6,749291680.995,906569194.495
SN2006lp,2006-10-13,0h27m05.68s,-0d07m33.5s,8,2,6,749291680.995,906569194.495
SN2006ls,2006-10-17,1h48m40.68s,-0d34m32.7s,2,2,0,780823635.995,781989299.495
SN2006ls,2006-10-17,1h48m40.68s,-0d34m32.7s,2,2,0,780823635.995,781989299.495
SN2006lw,2006-09-16,2h08m33.669s,-3d57m12.9s,3,1,2,753464515.995,877959401.495
SN2006lw,2006-09-16,2h08m33.669s,-3d57m12.9s,12,1,11,753464515.995,975792857.495
SN2006lx,2006-09-16,2h30m10.384s,-8d06m54.03s,4,0,4,848003822.495,907770017.495
SN2006lx,2006-09-16,2h30m10.384s,-8d06m54.03s,11,0,11,848003822.495,975875968.495
SN2006ly,2006-09-16,2h34m42.381s,-8d30m39.89s,4,4,0,782391427.495,815220502.495
SN2006ly,2006-09-16,2h34m42.381s,-8d30m39.89s,9,4,5,782391427.495,976041622.495
SN2006mb,2006-10-13,2h30m54.302s,-8d57m42.06s,3,0,3,876812029.495,907740439.995
SN2006mb,2006-10-13,2h30m54.302s,-8d57m42.06s,14,0,14,876812029.495,975249040.995
SN2006mc,2006-10-13,2h32m02.605s,-9d07m21.15s,2,0,2,876811598.495,878391113.995
SN2006mc,2006-10-13,2h32m02.605s,-9d07m21.15s,8,0,8,876811598.495,974261342.495
SN2006md,2006-10-15,1h11m31.49s,0d24m34.3s,3,1,2,749492196.495,877053944.995
SN2006md,2006-10-15,1h11m31.49s,0d24m34.3s,12,1,11,749492189.995,1000795797.495
SN2006me,2006-10-15,1h14m47.192s,0d10m13.32s,6,0,6,874414819.495,906266853.495
SN2006me,2006-10-15,1h14m47.192s,0d10m13.32s,11,0,11,874414819.495,1000795797.495
SN2006mf,2006-10-15,2h30m37.321s,-7d57m04.44s,3,0,3,876812189.995,908805303.995
SN2006mf,2006-10-15,2h30m37.321s,-7d57m04.44s,10,0,10,876812189.995,975875968.495
SN2006mg,2006-10-15,2h31m37.748s,-8d06m40.16s,3,0,3,876812189.995,908805303.995
SN2006mg,2006-10-15,2h31m37.748s,-8d06m40.16s,10,0,10,876812189.995,975875968.495
SN2006mi,2006-10-19,2h05m55.04s,-4d00m53.24s,3,1,2,753464808.495,877959243.495
SN2006mi,2006-10-19,2h05m55.04s,-4d00m53.24s,12,1,11,753464808.495,976023872.495
SN2006mj,2006-10-19,2h09m03.038s,-3d28m27.77s,3,1,2,753464515.995,877959401.495
SN2006mj,2006-10-19,2h09m03.038s,-3d28m27.77s,10,1,9,753464515.995,975792857.495
SN2006mk,2006-10-19,2h30m16.913s,-8d40m47.3s,3,0,3,876812029.495,907740439.995
SN2006mk,2006-10-19,2h30m16.913s,-8d40m47.3s,11,0,11,876812029.495,975249040.995
SN2006ml,2006-10-21,1h08m43.98s,-0d31m36.62s,3,1,2,749492622.995,878716143.495
SN2006ml,2006-10-21,1h08m43.98s,-0d31m36.62s,7,1,6,749492622.995,973374331.495
SN2006mm,2006-10-21,1h08m48.661s,0d17m22.36s,1,1,0,749492479.495,749492479.495
SN2006mm,2006-10-21,1h08m48.661s,0d17m22.36s,5,1,4,749492478.995,969724338.495
SN2006mn,2006-10-23,1h07m48.391s,-0d06m35.48s,3,1,2,749492550.995,878716143.495
SN2006mn,2006-10-23,1h07m48.391s,-0d06m35.48s,7,1,6,749492550.995,973374331.495
SN2006mo,2006-11-01,0h46m38.55s,36d19m57.8s,3,3,0,776509830.495,815326904.495
SN2006mo,2006-11-01,0h46m38.55s,36d19m57.8s,4,4,0,776509830.495,815326904.495
SN2006mt,2006-10-16,0h59m31.06s,-0d15m24.2s,7,1,6,749493396.495,877581252.995
SN2006mt,2006-10-16,0h59m31.06s,-0d15m24.2s,7,1,6,749493396.495,877581252.995
SN2006mu,2006-10-17,22h24m00.68s,0d49m16.9s,1,0,1,1002452033.995,1002452033.995
SN2006mv,2006-10-20,2h30m55.464s,0d56m46.62s,13,0,13,876721867.995,913987442.495
SN2006mv,2006-10-20,2h30m55.464s,0d56m46.62s,13,0,13,876721867.995,913987442.495
SN2006mx,2006-10-24,20h03m27.36s,0d34m12.76s,1,0,1,995809089.495,995809089.495
SN2006mz,2006-10-17,21h10m34.8s,-0d07m21.9s,2,0,2,902386972.495,902392888.995
SN2006mz,2006-10-17,21h10m34.8s,-0d07m21.9s,7,0,7,902386972.495,999949690.995
SN2006na,2006-10-21,2h11m19.27s,-0d59m53.2s,4,2,2,780948065.495,908704754.495
SN2006na,2006-10-21,2h11m19.27s,-0d59m53.2s,4,2,2,780948065.495,908704754.495
SN2006nb,2006-10-22,2h26m53.376s,-0d19m40.24s,31,25,6,782515708.995,907994819.495
SN2006nb,2006-10-22,2h26m53.376s,-0d19m40.24s,38,32,6,782515708.995,907994819.495
SN2006nc,2006-10-27,0h55m22.512s,-0d23m21.16s,7,1,6,749326386.495,909225261.495
SN2006nc,2006-10-27,0h55m22.512s,-0d23m21.16s,8,1,7,749326386.495,940442668.995
SN2006nd,2006-10-28,22h44m58.812s,-1d00m23.05s,4,4,0,776124065.495,777515086.495
SN2006nd,2006-10-28,22h44m58.812s,-1d00m23.05s,6,4,2,776124065.495,996714870.495
SN2006ne,2006-11-08,1h13m37.84s,0d25m25.9s,6,0,6,874414819.495,906266853.495
SN2006ne,2006-11-08,1h13m37.84s,0d25m25.9s,11,0,11,874414819.495,1000795797.495
SN2006nf,2006-10-17,0h01m30.18s,0d16m31.7s,4,1,3,750688215.995,875356028.995
SN2006nf,2006-10-17,0h01m30.18s,0d16m31.7s,4,1,3,750688215.995,875356028.995
SN2006ni,2006-10-21,20h54m52.515s,-0d11m44.88s,9,7,2,745758298.495,931776505.995
SN2006nk,2006-10-27,2h56m16.61s,-0d24m38.8s,4,3,1,784924326.495,876746815.995
SN2006nk,2006-10-27,2h56m16.61s,-0d24m38.8s,4,3,1,784924326.495,876746815.995
SN2006nl,2006-10-28,2h01m44.71s,-1d01m56.7s,4,2,2,780947778.995,908633754.495
SN2006nl,2006-10-28,2h01m44.71s,-1d01m56.7s,4,2,2,780947778.995,908633754.495
SN2006nm,2006-10-28,23h12m39.091s,0d15m57.18s,3,3,0,745828987.995,750960274.995
SN2006nm,2006-10-28,23h12m39.091s,0d15m57.18s,3,3,0,745828987.995,750960274.995
SN2006nn,2006-10-29,1h45m41.112s,-1d03m16.45s,3,2,1,780823214.995,908479941.995
SN2006nn,2006-10-29,1h45m41.112s,-1d03m16.45s,3,2,1,780823214.995,908479941.995
SN2006no,2006-10-29,22h08m21.44s,-1d08m55.7s,6,5,1,775817443.495,903475035.995
SN2006no,2006-10-29,22h08m21.44s,-1d08m55.7s,8,7,1,775817443.495,903475035.995
SN2006np,2006-11-10,3h06m39.576s,0d03m43.15s,8,1,7,753955714.495,913230347.495
SN2006np,2006-11-10,3h06m39.576s,0d03m43.15s,9,1,8,753955714.495,943761144.495
SN2006nt,2006-10-20,2h53m58.61s,0d59m16.2s,4,0,4,876747116.495,913650289.495
SN2006nt,2006-10-20,2h53m58.61s,0d59m16.2s,4,0,4,876747116.495,913650289.495
SN2006nu,2006-10-21,22h43m19s,0d15m46.5s,6,2,4,842111695.995,907362039.495
SN2006nu,2006-10-21,22h43m19s,0d15m46.5s,9,2,7,842111695.995,996732430.995
SN2006nv,2006-10-28,0h12m29.86s,-0d58m38.2s,4,1,3,842325362.495,908698838.995
SN2006nv,2006-10-28,0h12m29.86s,-0d58m38.2s,4,1,3,842325362.495,908698838.995
SN2006nw,2006-10-31,2h02m55.95s,-0d32m01.9s,2,0,2,908604162.495,908616007.495
SN2006nw,2006-10-31,2h02m55.95s,-0d32m01.9s,2,0,2,908604162.495,908616007.495
SN2006nz,2006-11-08,0h56m29.21s,-1d13m36.1s,11,4,7,749326243.495,909225261.495
SN2006nz,2006-11-08,0h56m29.21s,-1d13m36.1s,19,4,15,749326243.495,940442668.995
SN2006ob,2006-11-18,1h51m48.505s,0d15m50s,4,0,4,876545264.495,908509521.995
SN2006ob,2006-11-18,1h51m48.505s,0d15m50s,5,0,5,876545264.495,975632900.995
SN2006oc,2006-10-17,23h02m48.35s,-0d52m35.1s,7,5,2,748930067.995,907539521.495
SN2006oc,2006-10-17,23h02m48.35s,-0d52m35.1s,8,6,2,748930067.995,907539521.495
SN2006oe,2006-10-28,23h21m26.88s,1d07m57.6s,5,1,4,843840129.995,908059962.495
SN2006oe,2006-10-28,23h21m26.88s,1d07m57.6s,6,1,5,843840129.995,938307627.995
SN2006oh,2006-10-29,23h41m12.48s,-1d06m21.46s,4,4,0,745698800.995,776485787.995
SN2006oh,2006-10-29,23h41m12.48s,-1d06m21.46s,4,4,0,745698800.995,776485787.995
SN2006oj,2006-10-31,1h08m49.2s,-0d59m22.1s,4,2,2,749492266.495,878716143.495
SN2006oj,2006-10-31,1h08m49.2s,-0d59m22.1s,4,2,2,749492266.495,878716143.495
SN2006ok,2006-11-01,1h07m28.34s,-0d16m09.7s,3,1,2,749492550.995,878716143.495
SN2006ok,2006-11-01,1h07m28.34s,-0d16m09.7s,7,1,6,749492550.995,973374331.495
SN2006ol,2006-11-01,23h28m07.2s,0d51m22.9s,12,10,2,745852726.495,904060877.995
SN2006ol,2006-11-01,23h28m07.2s,0d51m22.9s,15,10,5,745852726.495,940483698.995
SN2006om,2006-11-08,1h22m18.84s,1d00m37.26s,7,2,5,780112808.495,907095864.495
SN2006om,2006-11-08,1h22m18.84s,1d00m37.26s,7,2,5,780112808.495,907095864.495
SN2006op,2006-11-17,21h21m31.86s,0d59m35.9s,2,0,2,900197938.495,903155527.495
SN2006op,2006-11-17,21h21m31.86s,0d59m35.9s,4,0,4,900197938.495,996525737.995
SN2006or,2006-11-18,11h48m03.47s,30d21m24s,1,0,1,858784630.995,858784630.995
SN2006or,2006-11-18,11h48m03.47s,30d21m24s,1,0,1,858784630.995,858784630.995
SN2006os,2006-11-21,2h55m01.01s,16d00m34.8s,1,1,0,754078931.495,754078931.495
SN2006os,2006-11-21,2h55m01.01s,16d00m34.8s,1,1,0,754078931.495,754078931.495
SN2006ot,2006-11-22,2h15m04.84s,-20d45m58.2s,2,2,0,815369054.995,816120455.495
SN2006ot,2006-11-22,2h15m04.84s,-20d45m58.2s,2,2,0,815369054.995,816120455.495
SN2006ou,2006-11-22,11h37m13.1s,15d26m07.3s,1,0,1,856222853.995,856222853.995
SN2006ou,2006-11-22,11h37m13.1s,15d26m07.3s,1,0,1,856222853.995,856222853.995
SN2006oy,2006-10-12,20h53m58.3s,-0d21m36.2s,7,6,1,745758299.495,931770470.495
SN2006pa,2006-10-22,2h32m24.1s,-0d42m50.7s,6,2,4,751280036.995,909946899.495
SN2006pa,2006-10-22,2h32m24.1s,-0d42m50.7s,6,2,4,751280036.995,909946899.495
SN2006pb,2006-10-23,0h46m43.55s,-1d01m57s,3,1,2,749327474.995,875805740.495
SN2006pb,2006-10-23,0h46m43.55s,-1d01m57s,3,1,2,749327474.995,875805740.495
SN2006pd,2006-11-08,23h31m46.08s,-0d40m05.1s,6,3,3,843720885.495,904232463.995
SN2006pd,2006-11-08,23h31m46.08s,-0d40m05.1s,11,3,8,843720885.495,940454485.995
SN2006pe,2006-11-09,0h23m09.21s,-0d03m12.9s,28,27,1,746740472.495,875652333.495
SN2006pe,2006-11-09,0h23m09.21s,-0d03m12.9s,29,27,2,746740472.495,939952009.995
SN2006pf,2006-11-09,1h41m45.13s,-0d11m20.9s,2,0,2,874699457.995,908225549.495
SN2006pf,2006-11-09,1h41m45.13s,-0d11m20.9s,2,0,2,874699457.995,908225549.495
SN2006pg,2006-11-09,3h27m20.71s,1d05m22.8s,3,1,2,753712609.995,912295843.995
SN2006pg,2006-11-09,3h27m20.71s,1d05m22.8s,4,1,3,753712609.995,943394705.495
SN2006pi,2006-11-09,22h03m16.6s,-0d36m24.6s,5,2,3,842070935.495,905794104.995
SN2006pi,2006-11-09,22h03m16.6s,-0d36m24.6s,6,2,4,842070935.495,938035413.995
SN2006pj,2006-11-09,22h37m18.35s,0d44m17.3s,2,1,1,777397151.995,905249136.995
SN2006pj,2006-11-09,22h37m18.35s,0d44m17.3s,3,1,2,777397151.995,1002452439.995
SN2006pk,2006-11-09,23h04m59.85s,-0d52m24.1s,7,5,2,748930067.995,907539521.495
SN2006pk,2006-11-09,23h04m59.85s,-0d52m24.1s,8,6,2,748930067.995,907539521.495
SN2006pl,2006-11-11,21h54m26.88s,0d35m18.6s,9,6,3,775816193.495,904516451.995
SN2006pl,2006-11-11,21h54m26.88s,0d35m18.6s,10,7,3,775816193.495,904516451.995
SN2006pm,2006-11-11,21h54m50.621s,0d55m59.01s,11,7,4,775816560.995,904515950.995
SN2006pm,2006-11-11,21h54m50.621s,0d55m59.01s,12,8,4,775816560.995,904515950.995
SN2006pn,2006-11-13,3h49m02.85s,-0d31m58s,7,2,5,754203358.495,913466586.995
SN2006pn,2006-11-13,3h49m02.85s,-0d31m58s,11,2,9,754203358.495,1006165541.495
SN2006pp,2006-11-14,0h48m58.47s,0d28m37s,4,1,3,749327039.495,878154313.995
SN2006pp,2006-11-14,0h48m58.47s,0d28m37s,4,1,3,749327039.495,878154313.995
SN2006pq,2006-11-14,1h25m06.888s,-1d13m09.8s,7,3,4,750936811.495,908249213.995
SN2006pq,2006-11-14,1h25m06.888s,-1d13m09.8s,7,3,4,750936811.495,908249213.995
SN2006ps,2006-11-14,1h43m45.312s,-1d06m42.62s,4,3,1,750274008.495,907793717.495
SN2006ps,2006-11-14,1h43m45.312s,-1d06m42.62s,4,3,1,750274008.495,907793717.495
SN2006pt,2006-11-14,2h27m16.1s,-0d23m35.2s,31,25,6,782515708.995,907994819.495
SN2006pt,2006-11-14,2h27m16.1s,-0d23m35.2s,38,32,6,782515708.995,907994819.495
SN2006pv,2006-11-14,3h38m29.43s,-0d40m33.2s,3,0,3,849774624.995,913378217.495
SN2006pv,2006-11-14,3h38m29.43s,-0d40m33.2s,4,0,4,849774624.995,943779189.495
SN2006pw,2006-11-14,22h46m26.96s,1d09m02.9s,5,4,1,776124425.495,907444789.495
SN2006pw,2006-11-14,22h46m26.96s,1d09m02.9s,5,4,1,776124425.495,907444789.495
SN2006px,2006-11-14,23h33m17.1s,0d57m40s,8,7,1,750113569.995,874326604.995
SN2006px,2006-11-14,23h33m17.1s,0d57m40s,8,7,1,750113569.995,874326604.995
SN2006py,2006-11-15,22h41m42.04s,-0d08m13.5s,4,2,2,842111769.995,907154847.995
SN2006py,2006-11-15,22h41m42.04s,-0d08m13.5s,6,2,4,842111769.995,996732456.495
SN2006qa,2006-11-16,3h01m09.73s,-0d01m34.5s,4,1,3,753955461.995,913537914.995
SN2006qa,2006-11-16,3h01m09.73s,-0d01m34.5s,4,1,3,753955461.995,913537914.995
SN2006qb,2006-11-16,3h28m14.65s,-0d12m03.5s,3,1,2,753712905.495,913354360.495
SN2006qb,2006-11-16,3h28m14.65s,-0d12m03.5s,3,1,2,753712905.495,913354360.495
SN2006qd,2006-11-16,23h08m05.14s,-0d10m33.9s,5,4,1,745817206.495,907634316.995
SN2006qd,2006-11-16,23h08m05.14s,-0d10m33.9s,6,5,1,745817206.495,907634316.995
SN2006qe,2006-11-16,23h12m19.98s,-0d32m03.9s,3,3,0,745734323.995,750960716.995
SN2006qe,2006-11-16,23h12m19.98s,-0d32m03.9s,3,3,0,745734323.995,750960716.995
SN2006qg,2006-11-18,21h54m18.09s,0d26m49.2s,9,6,3,775816193.495,904516451.995
SN2006qg,2006-11-18,21h54m18.09s,0d26m49.2s,10,7,3,775816193.495,904516451.995
SN2006qh,2006-11-19,21h47m53.02s,0d42m24.6s,3,2,1,746284744.995,905527890.995
