SN Name,Object Name,RA,DEC,Type,Velocity,Redshift,Redshift Flag,Magnitude and Filter,Separation,References,Notes,Photometry Points,Positions,Redshift Points,Diameter Points,Associations,Host Name,Search Type,Distance Modulus,Distance Modulus Error,Host PGC,Host Morphology,Host Morphology Code,Host Position
SN2006rm,SDSS J012635.88+074842.5,21.649,7.81208,G,26981.0,0.09,,,0.0,6,0,4,4,2,0,0,A012635+0748,loc,,,,,,
SN2006ro,NSF J035116.85+265005.4,57.820209999999996,26.83483,G,32977.0,0.11,,,0.001,5,0,0,2,1,0,0,A035116+2650,loc,,,,,,
SN2006rr,NSF J022528.59+071702.5,36.36912,7.2840300000000004,G,38973.0,0.13,,,0.0,5,0,0,1,0,0,0,A022528+0717,loc,,,,,,
SN2006rv,SDSS J020000.58+245608.2,30.00242,24.93561,G,32977.0,0.11,,,0.11699999999999999,1,0,0,1,1,0,0,A020000+2456,loc,,,,,,
SN2006sb,SDSS J020630.27-040531.4,31.62629,-4.09183,G,89938.0,0.3,,,0.0,5,0,4,3,1,0,0,A020630-0405,loc,,,,,,
SN2006sc,WISEA J021010.23-044412.4,32.54262,-4.73692,G,119917.0,0.4,,20.14,0.006999999999999999,6,0,17,5,1,0,0,A021010-0444,loc,,,,,,
SN2006sd,ESSENCE J011424.15+010239.4,18.60065,1.04429,G,29979.0,0.1,,,0.0,5,0,0,1,0,0,0,A011424+0102,loc,,,,,,
SN2006se,WISEA J011448.06+000639.6,18.70025,0.11097,G,179876.0,0.6,,22.4V,0.002,6,0,12,2,0,0,0,A011448+0006,loc,,,,,,
SN2006sf,SDSS J020811.58-035142.0,32.048559999999995,-3.86116,G,179876.0,0.6,,,0.0,5,0,0,2,1,0,0,A020811-0351,loc,,,,,,
SN2006sg,SDSS J020813.10-034622.7,32.05434,-3.77276,G,131909.0,0.44,,,0.0,6,0,0,2,1,0,0,A020813-0346,loc,,,,,,
SN2006sh,WISEA J020911.13-034442.8,32.2961,-3.745,G,89938.0,0.3,,,0.0,5,0,16,4,1,0,0,A020911-0344,loc,,,,,,
SN2006si,SDSS J020951.36-034333.7,32.46386,-3.72569,G,149896.0,0.5,,,0.0,5,0,0,2,1,0,0,A020951-0343,loc,,,,,,
SN2006sj,WISEA J021022.34-033307.9,32.59341,-3.5525900000000004,G,209855.0,0.7,,,0.0,5,0,12,3,1,0,0,A021022-0333,loc,,,,,,
SN2006sk,WISEA J021033.82-040404.0,32.640840000000004,-4.067740000000001,G,89938.0,0.3,,,0.0,5,0,12,3,1,0,0,A021033-0404,loc,,,,,,
SN2006sm,SDSS J023329.46-083014.0,38.37275,-8.50389,G,179876.0,0.6,,,0.035,1,0,0,1,1,0,0,A023329-0830,loc,,,,,,
SN2006so,ESSENCE J023349.15-085915.7,38.454809999999995,-8.98772,G,29979.0,0.1,,,0.0,5,0,0,1,0,0,0,A023349-0859,loc,,,,,,
SN2006sp,SDSS J011054.96-002748.5,17.729870000000002,-0.46453,G,239834.0,0.8,,,0.0,5,0,0,2,1,0,0,A011055-0027,loc,,,,,,
SN2006sr,UGC 00014,0.89592,23.200779999999998,G,7237.0,0.02414,,13.79,,96,2,55,23,17,7,0,UGC 14,host,34.82,0.16,250.0,Sc,5.6,J000335.0+231203
SN2006su,IC 3772,191.73369,36.53095,G,12148.0,0.040522,,15.3g,,32,0,59,15,7,8,0,IC 3772,host,,,,,,
SN2006sw,SDSS J010500.20-002228.7,16.252110000000002,-0.37399,G,98932.0,0.33,,24.1g,0.086,6,0,5,1,0,4,0,SDSS J10500.52-002232.2,loc,,,,,,
SN2006sz,SDSS J234252.46-003322.9,355.71858,-0.5563600000000001,G,56961.0,0.19,,,0.0,6,0,0,1,0,0,0,A234252-0033,loc,,,,,,
SN2006ta,WISEA J032950.28+001742.6,52.459790000000005,0.29489,G,86940.0,0.29,,21.1g,0.021,6,0,31,5,2,4,0,SDSS J32950.35+001741.6,loc,,,,,,
SN2006tb,SDSS J034515.48-000742.7,56.31454,-0.12855999999999998,G,89938.0,0.3,,,0.0,6,0,0,3,2,0,0,SDSS J34515.48-000742.7,loc,,,,,,
SN2006tc,WISEA J030802.05+005635.1,47.008520000000004,0.9431,G,62956.0,0.21,,20.44,0.028999999999999998,6,0,38,7,2,4,0,SDSS J30802.04+005635.1,loc,,,,,,
SN2006te,CGCG 207-042,122.93117,41.554970000000004,G,9471.0,0.031592,,15.5g,,45,0,60,17,9,6,0,CGCG 207-042,host,35.7,0.17,22976.0,S?,0.5,J081143.5+413318
SN2006tj,ESSENCE J010923.28+004242.2,17.34701,0.7117399999999999,G,155892.0,0.52,,,0.0,6,0,0,1,0,0,0,A010923+0042,loc,,,,,,
SN2006tk,ESSENCE J010752.64+002755.3,16.96934,0.46536000000000005,G,95934.0,0.32,,,0.0,7,0,0,1,0,0,0,A010752+0027,loc,,,,,,
SN2006tl,GALEXMSC J010917.26-004027.1,17.322,-0.6744399999999999,G,80944.0,0.27,,,0.0,5,0,4,2,0,0,0,A010917-0040,loc,,,,,,
SN2006tn,SDSS J020535.97-050846.7,31.4001,-5.14619,G,200861.0,0.67,,,0.0,5,0,2,3,1,0,0,A020536-0508,loc,,,,,,
SN2006tp,ESSENCE J020914.04-043712.1,32.30851,-4.62005,G,215851.0,0.72,,,0.0,5,0,0,1,0,0,0,A020914-0437,loc,,,,,,
SN2006tr,SDSS J022829.38-075328.9,37.123059999999995,-7.89125,G,173880.0,0.58,,,0.0,5,0,0,2,1,0,0,A022829-0753,loc,,,,,,
SN2006ts,SDSS J021018.50-033225.3,32.57786,-3.5406400000000002,G,167884.0,0.56,,,0.0,5,0,0,2,1,0,0,A021018-0332,loc,,,,,,
SN2006tu,WISEA J022956.57-075950.4,37.48557,-7.997439999999999,G,131909.0,0.44,,,0.0,5,0,12,2,0,0,0,A022956-0759,loc,,,,,,
SN2006tv,SDSS J023534.40-083423.6,38.8926,-8.57279,G,227842.0,0.76,,,0.0,6,0,0,2,1,0,0,A023534-0834,loc,,,,,,
SN2006tx,WISEA J011026.87-003407.4,17.61169,-0.56866,G,149896.0,0.5,,22.4g,0.006999999999999999,7,0,27,4,2,4,0,A011026-0034,loc,,,,,,
SN2006ty,WISEA J011045.37+003404.8,17.68904,0.56798,G,56961.0,0.19,,20.9g,0.005,5,0,27,3,1,4,0,A011045+0034,loc,,,,,,
SN2006ua,SDSS J022556.79-084540.2,36.48754,-8.760660000000001,G,,,,,0.0,4,0,0,2,0,0,0,A022557-0845,loc,,,,,,
SN2006ub,SDSS J022621.30-085420.1,36.58892,-8.905510000000001,G,,,,,0.0,4,0,0,2,0,0,0,A022621-0854,loc,,,,,,
SN2007E,NGC 0921,36.63925,-15.847529999999999,G,6853.0,0.022859,,15.41,,26,0,36,10,6,6,0,NGC 921,host,34.55,0.4,9287.0,SBc,4.8,J022633.4-155051
SN2007N,MCG -01-33-012,192.25633,-9.45703,G,3861.0,0.012879,,14.51,,39,0,33,10,4,6,0,MCG -01-33-12,host,34.1,0.2,43319.0,Sa,0.9,J124901.5-092725
SN2007O,UGC 09612,224.01822,45.40527,G,10856.0,0.036212,,14.7g,,68,0,74,30,18,15,0,UGC 9612,host,35.79,0.17,53387.0,Sc,4.9,J145604.4+452419
SN2007R,UGC 04008,116.65326,44.79763,GPair,9219.0,0.030751,,14.3,,19,1,1,4,5,2,0,UGC 4008,host,,,,,,
SN2007S,UGC 05378,150.13328,4.40707,G,4161.0,0.013880000000000002,,14.4g,,91,0,75,23,19,15,0,UGC 5378,host,33.9,0.17,28949.0,Sb,3.1,J100032.0+042426
SN2007ae,UGC 10704,255.45514,79.03769,G,19303.0,0.064387,,15.6,,32,1,32,11,3,5,0,UGC 10704,host,36.97,0.17,59458.0,Sbc,3.8,J170149.3+790216
SN2007af,NGC 5584,215.59902999999997,-0.38766999999999996,G,1638.0,0.005464,,13.3g,,274,6,102,41,32,14,1,NGC 5584,host,31.72,0.13,51344.0,SABc,5.9,J142223.8-002315
SN2007ar,CGCG 294-033,200.26262,58.54889,G,15869.0,0.052933,,15.0g,,43,0,69,14,8,12,1,MCG +10-19-62,host,36.37,0.17,46604.0,E-S0,-3.5,J132103.0+583256
SN2007au,UGC 03725,107.92425,49.86667,G,6171.0,0.020584,,14.03,,51,1,20,11,7,6,0,UGC 3725,host,34.54,0.17,20364.0,E-S0,-3.0,J071141.7+495146
SN2007ax,NGC 2577,125.68101999999999,22.553079999999998,G,2062.0,0.006878,,13.4,,125,2,73,21,10,10,0,NGC 2577,host,,,,,,
SN2007bj,NGC 6172,245.54292,-1.5148700000000002,G,5009.0,0.016708,,13.83,,50,1,42,11,7,6,0,NGC 6172,host,,,,,,
SN2007cv,IC 2597,159.44772,-27.0817,G,2267.0,0.007562,,12.84,,105,2,58,13,14,17,0,IC 2597,host,33.14,0.46,31586.0,E,-3.9,J103747.4-270453
SN2007da,SDSS J110505.91+083858.5,166.27358,8.64958,G,29979.0,0.1,:,,0.0,5,0,0,3,3,0,0,A110505+0838,loc,,,,,,
SN2007dd,WISEA J135250.62+202951.1,208.21096,20.49754,G,17988.0,0.06,:,16.36,0.155,20,0,45,8,4,6,0,A135249+2029,loc,,,,,,
SN2007de,WISEA J140739.62+192808.3,211.91495,19.46893,G,,,,19.6g,0.091,0,0,27,2,0,4,1,A140739+1928,loc,,,,,,
SN2007dh,NSF J115236.70+122014.4,178.15292,12.33733,G,26981.0,0.09,:,,0.0,5,0,0,2,2,0,0,A115236+1220,loc,,,,,,
SN2007di,WISEA J161425.91+050920.6,243.6081,5.15573,G,38973.0,0.13,:,20.2g,0.01,5,0,31,5,3,4,0,A161425+0509,loc,,,,,,
SN2007dj,GALEXASC J111019.86-012018.5,167.58321,-1.33889,G,32977.0,0.11,:,,0.0,5,0,8,5,3,0,0,A111019-0120,loc,,,,,,
SN2007do,KUG 1033+348,159.04226,34.542809999999996,G,15396.0,0.051355,,17.0g,0.013999999999999999,22,0,56,11,6,8,0,A103610+3432,loc,,,,,,
SN2007dr,SDSS J164155.99+152258.7,250.48333,15.38308,G,41971.0,0.14,:,,0.0,5,0,0,3,3,0,0,A164156+1522,loc,,,,,,
SN2007dt,WISEA J205925.68+033909.9,314.85704,3.65275,G,29979.0,0.1,:,,0.044000000000000004,5,0,27,5,3,2,0,A205925+0339,loc,,,,,,
SN2007du,NSF J132154.91+230226.8,200.47879,23.040779999999998,G,29979.0,0.1,:,,0.0,5,0,0,2,2,0,0,A132154+2302,loc,,,,,,
SN2007dx,WISEA J125112.66-090145.8,192.80312,-9.02922,G,35975.0,0.12,:,,0.0,4,0,20,5,2,0,0,A125112-0901,loc,,,,,,
SN2007ec,SDSS J214932.87+190139.1,327.38575,19.029,G,47967.0,0.16,:,,0.001,4,0,0,2,2,0,0,A214932+1901,loc,,,,,,
SN2007fd,GALEXMSC J141618.42+361258.2,214.07676,36.21617,UvS,,,,,0.133,0,0,4,1,0,0,0,A141619+3613,loc,,,,,,
SN2007fr,SDSS J213708.37+002611.4,324.28487,0.43651,*,,,,22.3g,0.077,0,0,5,1,0,4,0,SDSS J13708.37+002647.1,loc,,,,,,
SN2007fu,SDSS J203028.79-131536.6,307.62032999999997,-13.259689999999999,G,17988.0,0.06,:,,0.0,5,0,4,4,3,0,0,A203028-1315,loc,,,,,,
SN2007gi,NGC 4036,180.36147,61.89578,G,1385.0,0.00462,,11.7g,,265,10,109,33,11,11,0,NGC 4036,host,,,,,,
SN2007gt,SDSS J001626.16-002109.5,4.10904,-0.35265,G,17916.0,0.05976,SPEC,,0.0,0,0,0,1,1,0,0,SDSS J01626.60-002102.3,loc,,,,,,
SN2007hb,NGC 0819,32.143209999999996,29.234029999999997,G,6576.0,0.021935,,14.40,,50,1,46,17,13,5,0,NGC 819,host,,,,,,
SN2007hq,NSF J001006.68-161624.3,2.52783,-16.27342,G,26981.0,0.09,:,,0.0,3,0,0,1,1,0,0,A001006-1616,loc,,,,,,
SN2007hx,SDSS J020627.25-005357.8,31.61358,-0.8993899999999999,*,,,,22.5g,0.008,0,0,5,1,0,4,0,SDSS J20627.93-005353.1,loc,37.85,0.2,1131943.0,S?,3.8,J020627.9-005353
SN2007hy,WISEA J033942.45+010534.7,54.92689,1.093,IrS,,,,,0.051,0,0,12,1,0,0,0,SDSS J33942.58+010533.6,loc,,,,,,
SN2007ia,WISEA J034310.03+000614.3,55.791830000000004,0.10400000000000001,G,39269.0,0.130986,,17.7g,0.092,20,0,39,10,7,4,0,SDSS J34310.04+000614.4,loc,,,,,,
SN2007ic,SDSS J000557.98+010611.1,1.49158,1.1030799999999998,G,41971.0,0.14,:,,0.001,5,0,4,4,3,0,0,SDSS J00558.01+010611.3,loc,,,,,,
SN2007ie,SDSS J221736.67+003647.6,334.4028,0.61325,G,27990.0,0.093364,SPEC,19.9g,0.006999999999999999,7,0,23,11,8,4,0,SDSS J21736.67+003647.6,loc,,,,,,
SN2007ij,SDSS J235721.97+000621.0,359.34159,0.10586,G,58791.0,0.196107,SPEC,21.5g,0.025,1,0,15,3,2,4,0,SDSS J35721.98+000621.1,loc,,,,,,
SN2007ik,SDSS J223853.67-011002.0,339.72362999999996,-1.16726,G,55162.0,0.184,,,0.022000000000000002,12,0,0,3,4,0,0,SDSS J23853.67-011002.0,loc,,,,,,
SN2007im,WISEA J222611.96-120812.1,336.54996,-12.13678,G,20985.0,0.07,:,17.27,0.068,5,0,32,6,2,2,0,A222611-1208,loc,,,,,,
SN2007io,NSF J010447.69+043116.7,16.198710000000002,4.52131,G,29979.0,0.1,:,,0.0,5,0,0,2,2,0,0,A010447+0431,loc,,,,,,
SN2007ip,NSF J013508.82+360104.8,23.78675,36.018,G,26981.0,0.09,:,,0.001,4,0,0,2,2,0,0,A013508+3601,loc,,,,,,
SN2007ix,SDSS-II SN 17811 HOST,12.88065,-0.94621,G,63916.0,0.2132,,,0.138,10,0,0,1,2,0,0,A005130-0056,loc,,,,,,
SN2007iy,SDSS J204105.96-002519.6,310.27483,-0.42211000000000004,G,110923.0,0.37,:,,0.01,5,0,0,1,1,0,0,SDSS J04105.90-002520.0,loc,,,,,,
SN2007jb,SDSS J002633.79+000230.9,6.640789999999999,0.04197,G,83942.0,0.28,:,,0.0,6,0,0,3,3,0,0,SDSS J02633.79+000230.9,loc,,,,,,
SN2007jd,WISEA J025953.66+010936.2,44.97357,1.16006,G,21775.0,0.072633,,17.7g,0.013000000000000001,27,0,59,13,9,8,0,SDSS J25953.65+010936.1,loc,,,,,,
SN2007je,SDSS J021147.12-005439.9,32.94712,-0.9124399999999999,G,47967.0,0.16,:,,0.0,10,0,0,2,2,0,0,A021147-0054,loc,,,,,,
SN2007jg,SDSS J032950.83+000315.9,52.46179,0.054439999999999995,G,11132.0,0.037131,,18.4g,,37,0,30,11,9,4,0,SDSS J032950.83+000316.0,host,,,,,,
SN2007jh,SDSS-II SN 06972,54.006609999999995,1.10476,G,12230.0,0.040796,,15.3g,0.005,46,0,75,19,13,10,0,SDSS J33601.58+010617.1,loc,36.2,0.2,13297.0,E,-5.0,J033601.6+010617
SN2007ji,WISEA J003848.31-001045.4,9.701369999999999,-0.17926,G,53685.0,0.179074,SPEC,19.7g,0.01,2,0,33,6,3,4,0,SDSS J03848.32-001045.2,loc,,,,,,
SN2007jj,SDSS J014526.73-000109.9,26.36137,-0.01942,G,71950.0,0.24,:,,0.0,7,0,0,1,1,0,0,A014526-0001,loc,,,,,,
SN2007jk,WISEA J025505.41-000851.8,43.77251,-0.14769000000000002,G,54814.0,0.18284,,,0.001,14,0,22,6,5,0,0,SDSS J25505.40-000851.6,loc,,,,,,
SN2007jo,SDSS J231012.58-005553.1,347.55242000000004,-0.93142,G,56961.0,0.19,:,,0.0,6,0,0,2,2,0,0,A231012-0055,loc,,,,,,
SN2007jp,SDSS J234441.22-000148.3,356.17183,-0.030080000000000003,G,53963.0,0.18,:,,0.01,8,0,0,2,2,0,0,SDSS J34441.23-000148.3,loc,,,,,,
SN2007jr,SDSS J022257.28+010132.7,35.73867,1.02575,G,26981.0,0.09,:,,0.0,5,0,0,1,1,0,0,SDSS J22257.29+010132.3,loc,,,,,,
SN2007jt,WISEA J022832.75-010234.5,37.13647,-1.04282,G,43404.0,0.14478,,18.5g,0.002,15,0,44,11,7,4,0,SDSS J22832.76-010234.1,loc,,,,,,
SN2007ju,WISEA J001150.49-002022.2,2.96026,-0.33936,G,19067.0,0.0636,,19.3g,0.001,15,0,36,8,5,4,0,SDSS J01150.46-002021.6,loc,,,,,,
SN2007jv,SDSS J001536.91-002321.6,3.9037900000000003,-0.38933,G,47967.0,0.16,:,,0.0,9,0,0,3,3,0,0,A001536-0023,loc,,,,,,
SN2007jw,SDSS J020232.74-010521.0,30.636429999999997,-1.0891899999999999,G,41187.0,0.13738399999999998,SPEC,,0.001,0,0,0,1,1,0,0,SDSS J20232.75-010523.8,loc,,,,,,
SN2007jy,SDSS J205121.43+002357.8,312.83932999999996,0.39939,G,54847.0,0.18295,,20.1g,0.002,10,0,27,5,4,4,0,SDSS J05121.44+002357.8,loc,,,,,,
SN2007jz,SDSS-II SN 17875 HOST,20.983729999999998,1.2550700000000001,G,69642.0,0.2323,,,0.021,11,0,0,1,2,0,0,SDSS J12356.09+011518.2,loc,,,,,,
SN2007kb,WISEA J205224.81+001639.0,313.10327,0.27747,G,43320.0,0.1445,,,0.016,12,0,20,6,4,0,0,SDSS J05224.88+001638.3,loc,,,,,,
SN2007kd,KUG 0922+348A,141.49074,34.62988,G,7248.0,0.024177,,15.8g,,41,0,69,15,10,12,0,MCG +06-21-36,host,,,,,,
SN2007kg,WISEA J235836.93+605903.0,359.65387999999996,60.98417,IrS,,,,,0.087,0,0,12,1,0,0,0,2MFGC 18005,loc,,,,,,
SN2007kp,SDSS J220929.60+004416.7,332.37338,0.73806,G,85801.0,0.2862,,,0.011000000000000001,7,0,0,3,4,0,0,SDSS J20929.60+004416.7,loc,,,,,,
SN2007kr,SDSS J002527.58-005021.4,6.36494,-0.83934,G,84541.0,0.282,,21.4g,0.001,9,0,19,6,6,4,0,SDSS J02527.58-005021.4,loc,,,,,,
SN2007kt,SDSS J015023.84+011020.4,27.59933,1.17235,G,71650.0,0.239,,20.8g,0.002,12,0,23,7,6,4,0,SDSS J15023.83+011020.4,loc,,,,,,
SN2007ku,WISEA J013328.28+003128.7,23.3679,0.52462,G,111403.0,0.3716,,20.5g,0.002,10,0,35,9,7,4,0,SDSS J13328.29+003128.5,loc,,,,,,
SN2007kx,SDSS J001342.87+003908.3,3.42866,0.65235,G,46348.0,0.1546,,21.0g,0.001,11,0,19,5,5,4,0,SDSS J01342.87+003908.3,loc,,,,,,
SN2007la,WISEA J222954.60+010330.1,337.47751,1.0584799999999999,G,39183.0,0.1307,,18.6g,0.03,14,0,42,8,7,6,0,SDSS J22954.60+010330.4,loc,,,,,,
SN2007lc,WISEA J004909.11+003547.6,12.28802,0.5966100000000001,G,34484.0,0.115027,,17.9g,0.002,27,0,71,17,13,10,0,SDSS J04909.12+003547.7,loc,,,,,,
SN2007le,NGC 7721,354.70271,-6.51786,G,2015.0,0.0067209999999999995,,12.22,,170,6,65,20,15,6,0,NGC 7721,host,31.52,0.3,72001.0,Sc,4.9,J233848.5-063105
SN2007lf,SDSS J001644.52+011208.1,4.18553,1.20226,G,11992.0,0.04,,22.4g,0.248,6,0,15,1,1,4,0,SDSS J01646.29+011237.0,loc,,,,,,
SN2007lg,WISEA J004603.92-000038.2,11.51639,-0.01068,G,33097.0,0.1104,,18.9g,0.006999999999999999,15,0,36,8,6,4,0,SDSS J04603.93-000038.4,loc,,,,,,
SN2007lh,SDSS J010851.95+011152.0,17.21654,1.19781,G,59958.0,0.2,,,0.013999999999999999,11,0,0,3,3,0,0,SDSS J10851.95+011152.0,loc,,,,,,
SN2007lk,2MASS J01575015-0023535,29.45887,-0.39813000000000004,G,65954.0,0.22,,20.2g,0.006999999999999999,9,0,25,6,4,4,0,SDSS J15750.12-002353.2,loc,,,,,,
SN2007lm,WISEA J031340.61+003749.9,48.41894,0.63044,G,62956.0,0.21,,20.45,0.038,11,0,19,6,3,0,0,SDSS J31340.61+003749.9,loc,,,,,,
SN2007ln,SDSS J034043.48+010016.4,55.18121,1.0045600000000001,G,72040.0,0.2403,,22.6g,0.114,8,0,15,2,3,4,0,A034043+0100,loc,,,,,,
SN2007lo,SDSS J223556.07+003632.6,338.9837,0.60911,G,41491.0,0.1384,,21.4g,0.018000000000000002,13,0,15,5,6,4,0,SDSS J23556.07+003632.6,loc,,,,,,
SN2007lp,WISEA J224340.97+002513.7,340.92069,0.42051000000000005,G,52793.0,0.1761,,19.5g,0.019,10,0,34,7,5,4,0,SDSS J24340.96+002513.8,loc,,,,,,
SN2007lq,2MASS J00230788+0058589,5.78285,0.9830399999999999,IrS,,,,,0.002,0,0,6,1,0,0,0,SDSS J02307.98+005900.0,loc,,,,,,
SN2007lt,SDSS J215347.32+000054.0,328.44719,0.015009999999999999,G,33877.0,0.113,,20.9g,0.011000000000000001,14,0,19,6,6,4,0,SDSS J15347.33+000054.1,loc,,,,,,
SN2007lu,WISEA J220134.84-001523.5,330.39535,-0.25689,G,95784.0,0.3195,,21.7g,0.005,8,0,31,5,4,4,0,SDSS J20134.88-001524.7,loc,,,,,,
SN2007lv,SDSS-II SN 18643,351.1998,0.9443,G,35540.0,0.118547,,17.5g,0.02,21,0,68,11,7,10,0,SDSS J32447.95+005639.4,loc,,,,,,
SN2007ly,2MASS J00225337+0046334,5.72242,0.77594,G,21375.0,0.0713,,19.42,0.003,10,0,7,4,3,0,0,SDSS J02253.38+004633.2,loc,,,,,,
SN2007ma,2MASS J00445377-0059488,11.22406,-0.9969100000000001,IrS,,,,,0.001,0,0,6,1,0,0,0,SDSS J04453.81-005948.6,loc,,,,,,
SN2007mc,WISEA J010725.68+010237.3,16.85705,1.04372,G,44969.0,0.15,,19.1g,0.002,11,0,32,9,6,4,0,SDSS J10725.69+010237.3,loc,,,,,,
SN2007mg,WISEA J030633.93+004732.6,46.64132,0.7925,G,47367.0,0.158,,19.6g,0.053,3,0,35,6,2,4,0,SDSS J30633.91+004732.9,loc,,,,,,
SN2007mh,WISEA J031432.12+001608.1,48.63384,0.26893,G,38973.0,0.13,,19.3g,0.008,14,0,38,11,7,4,0,SDSS J31432.11+001608.0,loc,,,,,,
SN2007mi,WISEA J032331.35+004002.1,50.88062,0.66728,G,39645.0,0.132243,,18.4g,0.004,19,0,54,11,7,8,0,SDSS J32331.35+004002.1,loc,,,,,,
SN2007mj,WISEA J033444.49+002120.0,53.68538,0.3555,G,36874.0,0.12300000000000001,,19.0g,0.016,7,0,33,8,5,4,0,SDSS J33444.49+002119.8,loc,,,,,,
SN2007mn,SDSS J020503.95+001028.4,31.26649,0.17456,G,23272.0,0.077628,SPEC,,0.001,0,0,0,1,1,0,0,SDSS J20503.54+001030.4,loc,,,,,,
SN2007mo,WISEA J221133.83+004553.0,332.89101,0.76473,G,66404.0,0.2215,,21.0g,0.004,9,0,27,5,4,4,0,SDSS J21133.84+004553.0,loc,,,,,,
SN2007mp,WISEA J211635.75-004612.7,319.14897,-0.7702100000000001,IrS,,,,,0.036000000000000004,0,0,12,1,0,0,0,SDSS J11635.94-004613.1,loc,,,,,,
SN2007mu,WISEA J001218.66-000439.6,3.07775,-0.07767,G,120843.0,0.40309,,20.9g,0.033,9,0,27,7,7,4,0,SDSS J01218.66-000439.5,loc,,,,,,
SN2007mv,WISEA J003537.64+002209.9,8.90686,0.36951,G,77946.0,0.26,,19.4g,0.006,11,0,42,10,5,4,0,SDSS J03537.64+002210.1,loc,,,,,,
SN2007mw,SDSS J230302.72+005057.8,345.76135,0.84939,G,98392.0,0.3282,,21.4g,0.021,9,0,19,6,6,4,0,SDSS J30302.73+005057.7,loc,,,,,,
SN2007mx,SDSS J211411.07-001743.7,318.54614,-0.29549000000000003,G,122915.0,0.41,,23.3g,0.08199999999999999,5,0,5,2,2,3,0,A211410-0017,loc,,,,,,
SN2007my,WISEA J215532.20-002217.1,328.88403999999997,-0.37179,G,87899.0,0.2932,,21.9g,0.002,9,0,27,6,6,4,0,SDSS J15532.16-002218.4,loc,,,,,,
SN2007na,WISEA J221332.70+005249.3,333.3863,0.8804299999999999,G,140902.0,0.47,,21.2g,0.043,5,0,31,6,4,4,0,SDSS J21332.71+005249.5,loc,,,,,,
SN2007nb,WISEA J232530.06+002524.2,351.37528,0.42341000000000006,G,83272.0,0.277765,SPEC,19.8g,0.003,2,0,33,6,3,4,0,SDSS J32530.07+002524.2,loc,,,,,,
SN2007nd,SDSS J004018.68-010220.8,10.077869999999999,-1.0391299999999999,G,78935.0,0.2633,,21.0g,0.111,7,0,23,4,3,4,0,A004018-0102,loc,,,,,,
SN2007ne,WISEA J005402.22+010408.3,13.5092,1.06891,G,61937.0,0.2066,,20.3g,0.002,13,0,27,6,6,4,0,SDSS J05402.21+010408.1,loc,,,,,,
SN2007nf,WISEA J010326.61+001953.6,15.86084,0.33161,G,68353.0,0.228,,20.3g,0.001,15,0,33,7,6,4,0,SDSS J10326.60+001953.8,loc,,,,,,
SN2007ni,WISEA J020550.48-001957.6,31.460409999999996,-0.33255,G,58759.0,0.196,,21.0g,0.001,15,0,31,7,6,4,0,SDSS J20550.49-001957.3,loc,,,,,,
SN2007np,QUEST J015849.66-022627.5,29.70692,-2.44097,G,,,,,0.0,4,0,0,1,0,0,0,A015849-0226,loc,,,,,,
SN2007nt,WISEA J030643.76-004515.0,46.68234,-0.75407,G,63826.0,0.2129,,20.7g,0.01,10,0,27,4,4,4,0,SDSS J30643.76-004514.7,loc,,,,,,
SN2007nz,WISEA J032511.52-000620.9,51.298,-0.10585,G,140902.0,0.47,,22.4g,0.049,7,0,27,4,3,4,0,SDSS J32511.52-000621.1,loc,,,,,,
SN2007oa,WISEA J221351.53-005514.0,333.46464,-0.9206799999999999,G,,,,20.41,0.045,5,0,17,6,1,0,0,SDSS J21351.52-005514.1,loc,,,,,,
SN2007oi,WISEA J002118.29+010425.4,5.32604,1.07381,G,88739.0,0.29600000000000004,,22.0g,0.10400000000000001,7,0,27,4,4,4,0,SDSS J02118.29+010425.9,loc,,,,,,
SN2007oj,WISEA J235137.94+001645.8,357.90837,0.27983,G,36874.0,0.12300000000000001,,21.6g,0.022000000000000002,12,0,31,5,4,4,0,SDSS J35138.01+001647.4,loc,,,,,,
SN2007ol,WISEA J013723.77-001842.1,24.349079999999997,-0.31172,G,16761.0,0.055908000000000006,,17.1g,0.002,32,0,57,11,8,5,0,SDSS J13723.78-001842.2,loc,,,,,,
SN2007om,WISEA J235420.72-005501.0,358.58626,-0.9172299999999999,G,31532.0,0.105178,,17.9g,0.005,31,0,67,14,11,10,0,SDSS J35420.70-005502.0,loc,,,,,,
SN2007on,NGC 1404,54.716330000000006,-35.594390000000004,G,1947.0,0.006494,,11.0B,,532,12,153,28,22,19,0,NGC 1404,host,31.37,0.22,13433.0,E,-4.8,J033851.9-353539
SN2007oo,UGC 12558,350.58033,50.15911,G,8945.0,0.029837,,14.0,,24,1,23,7,3,5,0,UGC 12558,host,,,,,,
SN2007oq,SDSS J214230.73+005904.8,325.62807000000004,0.9846799999999999,G,101660.0,0.3391,,23.2g,0.005,7,0,15,2,3,4,0,A214230+0059,loc,,,,,,
SN2007or,WISEA J014238.34+010149.3,25.65977,1.03036,G,49804.0,0.166127,SPEC,19.1g,0.005,4,0,33,8,5,4,0,SDSS J14238.34+010149.2,loc,,,,,,
SN2007ot,SDSS J003536.77-001357.2,8.90327,-0.23267,G,59958.0,0.2,,22.7g,0.005,10,0,15,3,4,4,0,SDSS J03536.77-001357.2,loc,,,,,,
