Name,Disc. Date,Band,R.A.,Dec.,Total Epochs,Epochs Pre-SN,Epochs Post-SN,First Epoch,Last Epoch,Next Epoch,File
SN2006nu,2006-10-21,NUV,22h43m19s,0d15m46.5s,9,2,7,38,1751,710,SN2006nu-NUV.fits.gz
SN2006nv,2006-10-28,FUV,0h12m29.86s,-0d58m38.2s,4,1,3,42,725,0,SN2006nv-FUV.fits.gz
SN2006nv,2006-10-28,NUV,0h12m29.86s,-0d58m38.2s,4,1,3,42,725,0,SN2006nv-NUV.fits.gz
SN2006nz,2006-11-08,FUV,0h56m29.21s,-1d13m36.1s,11,4,7,1130,720,328,SN2006nz-FUV.fits.gz
SN2006nz,2006-11-08,NUV,0h56m29.21s,-1d13m36.1s,19,4,15,1130,1081,328,SN2006nz-NUV.fits.gz
SN2006oc,2006-10-17,FUV,23h02m48.35s,-0d52m35.1s,7,5,2,1112,722,326,SN2006oc-FUV.fits.gz
SN2006oc,2006-10-17,NUV,23h02m48.35s,-0d52m35.1s,8,6,2,1112,722,326,SN2006oc-NUV.fits.gz
SN2006od,2006-10-23,FUV,2h07m54.31s,-0d32m07.2s,3,2,1,748,730,730,SN2006od-FUV.fits.gz
SN2006od,2006-10-23,NUV,2h07m54.31s,-0d32m07.2s,3,2,1,748,730,730,SN2006od-NUV.fits.gz
SN2006oe,2006-10-28,FUV,23h21m26.88s,1d07m57.6s,5,1,4,25,717,316,SN2006oe-FUV.fits.gz
SN2006oe,2006-10-28,NUV,23h21m26.88s,1d07m57.6s,6,1,5,25,1068,316,SN2006oe-NUV.fits.gz
SN2006of,2006-10-29,FUV,0h32m25.838s,-1d03m14.04s,5,1,4,2,684,314,SN2006of-FUV.fits.gz
SN2006of,2006-10-29,NUV,0h32m25.838s,-1d03m14.04s,5,1,4,2,684,314,SN2006of-NUV.fits.gz
SN2006oi,2006-10-31,FUV,0h35m53.05s,0d15m30.3s,6,2,4,1126,327,309,SN2006oi-FUV.fits.gz
SN2006oi,2006-10-31,NUV,0h35m53.05s,0d15m30.3s,6,2,4,1126,327,309,SN2006oi-NUV.fits.gz
SN2006oj,2006-10-31,FUV,1h08m49.2s,-0d59m22.1s,4,2,2,1120,375,341,SN2006oj-FUV.fits.gz
SN2006oj,2006-10-31,NUV,1h08m49.2s,-0d59m22.1s,4,2,2,1120,375,341,SN2006oj-NUV.fits.gz
SN2006ok,2006-11-01,FUV,1h07m28.34s,-0d16m09.7s,3,1,2,1121,374,340,SN2006ok-FUV.fits.gz
SN2006ok,2006-11-01,NUV,1h07m28.34s,-0d16m09.7s,7,1,6,1121,1469,340,SN2006ok-NUV.fits.gz
SN2006ol,2006-11-01,FUV,23h28m07.2s,0d51m22.9s,12,10,2,1163,667,663,SN2006ol-FUV.fits.gz
SN2006ol,2006-11-01,NUV,23h28m07.2s,0d51m22.9s,15,10,5,1163,1089,663,SN2006ol-NUV.fits.gz
SN2006om,2006-11-08,FUV,1h22m18.84s,1d00m37.26s,7,2,5,773,695,329,SN2006om-FUV.fits.gz
SN2006om,2006-11-08,NUV,1h22m18.84s,1d00m37.26s,7,2,5,773,695,329,SN2006om-NUV.fits.gz
SN2006oy,2006-10-12,NUV,20h53m58.3s,-0d21m36.2s,7,6,1,1144,1008,1008,SN2006oy-NUV.fits.gz
SN2006pa,2006-10-22,FUV,2h32m24.1s,-0d42m50.7s,6,2,4,1090,745,730,SN2006pa-FUV.fits.gz
SN2006pa,2006-10-22,NUV,2h32m24.1s,-0d42m50.7s,6,2,4,1090,745,730,SN2006pa-NUV.fits.gz
SN2006pb,2006-10-23,FUV,0h46m43.55s,-1d01m57s,3,1,2,1114,349,336,SN2006pb-FUV.fits.gz
SN2006pb,2006-10-23,NUV,0h46m43.55s,-1d01m57s,3,1,2,1114,349,336,SN2006pb-NUV.fits.gz
SN2006pd,2006-11-08,FUV,23h31m46.08s,-0d40m05.1s,6,3,3,37,662,656,SN2006pd-FUV.fits.gz
SN2006pd,2006-11-08,NUV,23h31m46.08s,-0d40m05.1s,11,3,8,37,1081,656,SN2006pd-NUV.fits.gz
SN2006pe,2006-11-09,FUV,0h23m09.21s,-0d03m12.9s,28,27,1,1161,330,331,SN2006pe-FUV.fits.gz
SN2006pe,2006-11-09,NUV,0h23m09.21s,-0d03m12.9s,29,27,2,1161,1075,331,SN2006pe-NUV.fits.gz
SN2006pg,2006-11-09,FUV,3h27m20.71s,1d05m22.8s,3,1,2,1080,754,414,SN2006pg-FUV.fits.gz
SN2006pg,2006-11-09,NUV,3h27m20.71s,1d05m22.8s,4,1,3,1080,1114,414,SN2006pg-NUV.fits.gz
SN2006pi,2006-11-09,FUV,22h03m16.6s,-0d36m24.6s,5,2,3,57,679,677,SN2006pi-FUV.fits.gz
SN2006pi,2006-11-09,NUV,22h03m16.6s,-0d36m24.6s,6,2,4,57,1052,677,SN2006pi-NUV.fits.gz
SN2006pj,2006-11-09,FUV,22h37m18.35s,0d44m17.3s,2,1,1,806,673,673,SN2006pj-FUV.fits.gz
SN2006pj,2006-11-09,NUV,22h37m18.35s,0d44m17.3s,3,1,2,806,1798,673,SN2006pj-NUV.fits.gz
SN2006pk,2006-11-09,FUV,23h04m59.85s,-0d52m24.1s,7,5,2,1135,699,303,SN2006pk-FUV.fits.gz
SN2006pk,2006-11-09,NUV,23h04m59.85s,-0d52m24.1s,8,6,2,1135,699,303,SN2006pk-NUV.fits.gz
SN2006pl,2006-11-11,FUV,21h54m26.88s,0d35m18.6s,9,6,3,826,662,259,SN2006pl-FUV.fits.gz
SN2006pl,2006-11-11,NUV,21h54m26.88s,0d35m18.6s,10,7,3,826,662,259,SN2006pl-NUV.fits.gz
SN2006pm,2006-11-11,FUV,21h54m50.621s,0d55m59.01s,11,7,4,826,662,259,SN2006pm-FUV.fits.gz
SN2006pm,2006-11-11,NUV,21h54m50.621s,0d55m59.01s,12,8,4,826,662,259,SN2006pm-NUV.fits.gz
SN2006pn,2006-11-13,FUV,3h49m02.85s,-0d31m58s,7,2,5,1078,764,29,SN2006pn-FUV.fits.gz
SN2006pn,2006-11-13,NUV,3h49m02.85s,-0d31m58s,11,2,9,1078,1837,29,SN2006pn-NUV.fits.gz
SN2006pp,2006-11-14,FUV,0h48m58.47s,0d28m37s,4,1,3,1136,354,326,SN2006pp-FUV.fits.gz
SN2006pp,2006-11-14,NUV,0h48m58.47s,0d28m37s,4,1,3,1136,354,326,SN2006pp-NUV.fits.gz
SN2006pq,2006-11-14,FUV,1h25m06.888s,-1d13m09.8s,7,3,4,1117,703,325,SN2006pq-FUV.fits.gz
SN2006pq,2006-11-14,NUV,1h25m06.888s,-1d13m09.8s,7,3,4,1117,703,325,SN2006pq-NUV.fits.gz
SN2006pr,2006-11-14,FUV,1h34m14.784s,-0d24m13.23s,4,2,2,771,702,326,SN2006pr-FUV.fits.gz
SN2006pr,2006-11-14,NUV,1h34m14.784s,-0d24m13.23s,4,2,2,771,702,326,SN2006pr-NUV.fits.gz
SN2006ps,2006-11-14,FUV,1h43m45.312s,-1d06m42.62s,4,3,1,1125,697,698,SN2006ps-FUV.fits.gz
SN2006ps,2006-11-14,NUV,1h43m45.312s,-1d06m42.62s,4,3,1,1125,697,698,SN2006ps-NUV.fits.gz
SN2006pt,2006-11-14,FUV,2h27m16.1s,-0d23m35.2s,31,25,6,752,700,338,SN2006pt-FUV.fits.gz
SN2006pt,2006-11-14,NUV,2h27m16.1s,-0d23m35.2s,38,32,6,752,700,338,SN2006pt-NUV.fits.gz
SN2006pw,2006-11-14,FUV,22h46m26.96s,1d09m02.9s,5,4,1,826,693,694,SN2006pw-FUV.fits.gz
SN2006pw,2006-11-14,NUV,22h46m26.96s,1d09m02.9s,5,4,1,826,693,694,SN2006pw-NUV.fits.gz
SN2006px,2006-11-14,FUV,23h33m17.1s,0d57m40s,8,7,1,1127,310,311,SN2006px-FUV.fits.gz
SN2006px,2006-11-14,NUV,23h33m17.1s,0d57m40s,8,7,1,1127,310,311,SN2006px-NUV.fits.gz
SN2006py,2006-11-15,FUV,22h41m42.04s,-0d08m13.5s,4,2,2,63,689,685,SN2006py-FUV.fits.gz
SN2006py,2006-11-15,NUV,22h41m42.04s,-0d08m13.5s,6,2,4,63,1726,685,SN2006py-NUV.fits.gz
SN2006qa,2006-11-16,FUV,3h01m09.73s,-0d01m34.5s,4,1,3,1084,762,736,SN2006qa-FUV.fits.gz
SN2006qa,2006-11-16,NUV,3h01m09.73s,-0d01m34.5s,4,1,3,1084,762,736,SN2006qa-NUV.fits.gz
SN2006qb,2006-11-16,FUV,3h28m14.65s,-0d12m03.5s,3,1,2,1087,760,760,SN2006qb-FUV.fits.gz
SN2006qb,2006-11-16,NUV,3h28m14.65s,-0d12m03.5s,3,1,2,1087,760,760,SN2006qb-NUV.fits.gz
SN2006qd,2006-11-16,FUV,23h08m05.14s,-0d10m33.9s,5,4,1,1178,694,694,SN2006qd-FUV.fits.gz
SN2006qd,2006-11-16,NUV,23h08m05.14s,-0d10m33.9s,6,5,1,1178,694,694,SN2006qd-NUV.fits.gz
SN2006qg,2006-11-18,FUV,21h54m18.09s,0d26m49.2s,9,6,3,833,655,252,SN2006qg-FUV.fits.gz
SN2006qg,2006-11-18,NUV,21h54m18.09s,0d26m49.2s,10,7,3,833,655,252,SN2006qg-NUV.fits.gz
SN2006qh,2006-11-19,FUV,21h47m53.02s,0d42m24.6s,3,2,1,1176,666,667,SN2006qh-FUV.fits.gz
SN2006qh,2006-11-19,NUV,21h47m53.02s,0d42m24.6s,3,2,1,1176,666,667,SN2006qh-NUV.fits.gz
SN2006rd,2006-10-26,NUV,23h19m14.02s,4d59m40s,3,2,1,804,315,315,SN2006rd-NUV.fits.gz
SN2006ro,2006-11-09,FUV,3h51m16.85s,26d50m05.4s,2,1,1,321,34,35,SN2006ro-FUV.fits.gz
SN2006ro,2006-11-09,NUV,3h51m16.85s,26d50m05.4s,2,1,1,321,34,35,SN2006ro-NUV.fits.gz
SN2006rz,2006-11-26,FUV,3h46m06.78s,0d23m23.1s,2,1,1,1091,741,742,SN2006rz-FUV.fits.gz
SN2006rz,2006-11-26,NUV,3h46m06.78s,0d23m23.1s,2,1,1,1091,741,742,SN2006rz-NUV.fits.gz
SN2006sb,2006-11-12,FUV,2h06m30.31s,-4d05m30.6s,3,1,2,1086,354,7,SN2006sb-FUV.fits.gz
SN2006sb,2006-11-12,NUV,2h06m30.31s,-4d05m30.6s,16,1,15,1086,1489,7,SN2006sb-NUV.fits.gz
SN2006sd,2006-11-14,FUV,1h14m24.155s,1d02m39.45s,9,2,7,778,714,312,SN2006sd-FUV.fits.gz
SN2006sd,2006-11-14,NUV,1h14m24.155s,1d02m39.45s,14,2,12,778,1414,312,SN2006sd-NUV.fits.gz
SN2006sf,2006-11-14,FUV,2h08m11.654s,-3d51m40.19s,3,1,2,1088,352,5,SN2006sf-FUV.fits.gz
SN2006sf,2006-11-14,NUV,2h08m11.654s,-3d51m40.19s,18,1,17,1088,1487,5,SN2006sf-NUV.fits.gz
SN2006sg,2006-11-14,FUV,2h08m13.041s,-3d46m21.93s,3,1,2,1088,352,5,SN2006sg-FUV.fits.gz
SN2006sg,2006-11-14,NUV,2h08m13.041s,-3d46m21.93s,18,1,17,1088,1487,5,SN2006sg-NUV.fits.gz
SN2006sh,2006-11-14,FUV,2h09m11.064s,-3d44m42.01s,3,1,2,1088,352,5,SN2006sh-FUV.fits.gz
SN2006sh,2006-11-14,NUV,2h09m11.064s,-3d44m42.01s,11,1,10,1088,1484,5,SN2006sh-NUV.fits.gz
SN2006si,2006-11-14,FUV,2h09m51.327s,-3d43m32.48s,3,1,2,1088,352,5,SN2006si-FUV.fits.gz
SN2006si,2006-11-14,NUV,2h09m51.327s,-3d43m32.48s,11,1,10,1088,1484,5,SN2006si-NUV.fits.gz
SN2006sj,2006-11-14,FUV,2h10m22.418s,-3d33m09.32s,3,1,2,1088,352,5,SN2006sj-FUV.fits.gz
SN2006sj,2006-11-14,NUV,2h10m22.418s,-3d33m09.32s,10,1,9,1088,1484,5,SN2006sj-NUV.fits.gz
SN2006sk,2006-11-14,FUV,2h10m33.801s,-4d04m03.86s,4,1,3,1088,352,5,SN2006sk-FUV.fits.gz
SN2006sk,2006-11-14,NUV,2h10m33.801s,-4d04m03.86s,14,1,13,1088,1484,5,SN2006sk-NUV.fits.gz
SN2006sm,2006-11-14,NUV,2h33m29.487s,-8d30m11.94s,13,4,9,753,1487,1438,SN2006sm-NUV.fits.gz
SN2006so,2006-11-18,FUV,2h33m49.155s,-8d59m15.78s,6,4,2,757,353,335,SN2006so-FUV.fits.gz
SN2006so,2006-11-18,NUV,2h33m49.155s,-8d59m15.78s,10,4,6,757,1462,335,SN2006so-NUV.fits.gz
SN2006sp,2006-11-24,FUV,1h10m55.17s,-0d27m52.32s,4,1,3,1144,668,313,SN2006sp-FUV.fits.gz
SN2006sp,2006-11-24,NUV,1h10m55.17s,-0d27m52.32s,8,1,7,1144,1446,313,SN2006sp-NUV.fits.gz
SN2006sr,2006-12-12,FUV,0h03m35.02s,23d11m46.2s,6,5,1,1155,268,269,SN2006sr-FUV.fits.gz
SN2006sr,2006-12-12,NUV,0h03m35.02s,23d11m46.2s,9,8,1,1155,268,269,SN2006sr-NUV.fits.gz
SN2006su,2006-12-18,FUV,12h46m56.88s,36d32m01.8s,3,2,1,291,71,72,SN2006su-FUV.fits.gz
SN2006su,2006-12-18,NUV,12h46m56.88s,36d32m01.8s,4,3,1,291,71,72,SN2006su-NUV.fits.gz
SN2006sw,2006-11-14,FUV,1h05m00.2s,-0d22m28.7s,6,1,5,1134,348,327,SN2006sw-FUV.fits.gz
SN2006sw,2006-11-14,NUV,1h05m00.2s,-0d22m28.7s,6,1,5,1134,348,327,SN2006sw-NUV.fits.gz
SN2006sx,2006-11-16,FUV,0h31m48.32s,-0d30m50.2s,4,1,3,15,347,293,SN2006sx-FUV.fits.gz
SN2006sx,2006-11-16,NUV,0h31m48.32s,-0d30m50.2s,4,1,3,15,347,293,SN2006sx-NUV.fits.gz
SN2006sy,2006-11-16,FUV,2h21m05.2s,0d49m42.2s,6,1,5,1088,733,708,SN2006sy-FUV.fits.gz
SN2006sy,2006-11-16,NUV,2h21m05.2s,0d49m42.2s,6,1,5,1088,733,708,SN2006sy-NUV.fits.gz
SN2006sz,2006-11-16,FUV,23h42m52.46s,-0d33m22.9s,5,3,2,62,652,310,SN2006sz-FUV.fits.gz
SN2006sz,2006-11-16,NUV,23h42m52.46s,-0d33m22.9s,5,3,2,62,652,310,SN2006sz-NUV.fits.gz
SN2006ta,2006-11-19,FUV,3h29m50.42s,0d17m42.3s,5,1,4,1090,760,402,SN2006ta-FUV.fits.gz
SN2006ta,2006-11-19,NUV,3h29m50.42s,0d17m42.3s,6,1,5,1090,1104,402,SN2006ta-NUV.fits.gz
SN2006tb,2006-11-19,FUV,3h45m15.49s,-0d07m42.8s,2,1,1,1084,748,749,SN2006tb-FUV.fits.gz
SN2006tb,2006-11-19,NUV,3h45m15.49s,-0d07m42.8s,2,1,1,1084,748,749,SN2006tb-NUV.fits.gz
SN2006tj,2006-12-13,FUV,1h09m23.282s,0d42m42.26s,6,2,4,1163,657,285,SN2006tj-FUV.fits.gz
SN2006tj,2006-12-13,NUV,1h09m23.282s,0d42m42.26s,10,2,8,1163,1385,285,SN2006tj-NUV.fits.gz
SN2006tk,2006-12-15,FUV,1h07m52.642s,0d27m55.3s,4,1,3,1165,655,317,SN2006tk-FUV.fits.gz
SN2006tk,2006-12-15,NUV,1h07m52.642s,0d27m55.3s,8,1,7,1165,1383,317,SN2006tk-NUV.fits.gz
SN2006tl,2006-12-15,FUV,1h09m17.279s,-0d40m27.97s,3,1,2,1165,330,296,SN2006tl-FUV.fits.gz
SN2006tl,2006-12-15,NUV,1h09m17.279s,-0d40m27.97s,7,1,6,1165,1425,296,SN2006tl-NUV.fits.gz
SN2006tm,2006-12-15,FUV,1h09m17.296s,0d09m11.31s,3,1,2,1165,311,297,SN2006tm-FUV.fits.gz
SN2006tm,2006-12-15,NUV,1h09m17.296s,0d09m11.31s,11,1,10,1165,1425,297,SN2006tm-NUV.fits.gz
SN2006tn,2006-12-17,NUV,2h05m36.025s,-5d08m46.28s,65,2,63,800,1430,1031,SN2006tn-NUV.fits.gz
SN2006to,2006-12-17,NUV,2h07m34.386s,-4d00m04.22s,17,1,16,1121,1454,1031,SN2006to-NUV.fits.gz
SN2006tp,2006-12-17,NUV,2h09m14.042s,-4d37m12.18s,31,1,30,1121,1430,1031,SN2006tp-NUV.fits.gz
SN2006tr,2006-12-17,FUV,2h28m29.535s,-7d53m28.51s,2,1,1,27,664,665,SN2006tr-FUV.fits.gz
SN2006tr,2006-12-17,NUV,2h28m29.535s,-7d53m28.51s,10,1,9,27,1455,665,SN2006tr-NUV.fits.gz
SN2006ts,2006-12-19,FUV,2h10m18.686s,-3d32m26.32s,3,2,1,1123,317,318,SN2006ts-FUV.fits.gz
SN2006ts,2006-12-19,NUV,2h10m18.686s,-3d32m26.32s,10,2,8,1123,1449,318,SN2006ts-NUV.fits.gz
SN2006tu,2006-12-19,FUV,2h29m56.537s,-7d59m50.79s,2,1,1,29,662,663,SN2006tu-FUV.fits.gz
SN2006tu,2006-12-19,NUV,2h29m56.537s,-7d59m50.79s,11,1,10,29,1453,663,SN2006tu-NUV.fits.gz
SN2006tv,2006-12-19,NUV,2h35m34.225s,-8d34m22.03s,9,4,5,788,1452,1404,SN2006tv-NUV.fits.gz
SN2006tw,2006-12-21,FUV,1h08m54.227s,0d17m56.5s,3,1,2,1171,305,291,SN2006tw-FUV.fits.gz
SN2006tw,2006-12-21,NUV,1h08m54.227s,0d17m56.5s,7,1,6,1171,1377,291,SN2006tw-NUV.fits.gz
SN2006tx,2006-12-21,FUV,1h10m26.783s,-0d34m07.49s,4,1,3,1171,324,290,SN2006tx-FUV.fits.gz
SN2006tx,2006-12-21,NUV,1h10m26.783s,-0d34m07.49s,8,1,7,1171,1419,290,SN2006tx-NUV.fits.gz
SN2006ty,2006-12-21,FUV,1h10m45.362s,0d34m04.46s,3,1,2,1171,305,291,SN2006ty-FUV.fits.gz
SN2006ty,2006-12-21,NUV,1h10m45.362s,0d34m04.46s,8,1,7,1171,1418,291,SN2006ty-NUV.fits.gz
SN2006ua,2006-12-16,FUV,2h25m57.01s,-8d45m38.36s,5,3,2,785,325,307,SN2006ua-FUV.fits.gz
SN2006ua,2006-12-16,NUV,2h25m57.01s,-8d45m38.36s,7,3,4,785,1780,307,SN2006ua-NUV.fits.gz
SN2006ub,2006-12-16,FUV,2h26m21.34s,-8d54m19.82s,5,3,2,785,325,307,SN2006ub-FUV.fits.gz
SN2006ub,2006-12-16,NUV,2h26m21.34s,-8d54m19.82s,7,3,4,785,1780,307,SN2006ub-NUV.fits.gz
SN2007N,2007-01-21,NUV,12h49m01.25s,-9d27m10.2s,3,2,1,629,67,67,SN2007N-NUV.fits.gz
SN2007R,2007-01-26,FUV,7h46m37.53s,44d47m22.1s,2,1,1,32,19,19,SN2007R-FUV.fits.gz
SN2007R,2007-01-26,NUV,7h46m37.53s,44d47m22.1s,3,1,2,32,1078,19,SN2007R-NUV.fits.gz
SN2007S,2007-01-29,NUV,10h00m31.26s,4d24m26.2s,5,4,1,687,1139,1139,SN2007S-NUV.fits.gz
SN2007ae,2007-02-19,NUV,17h01m51.95s,79d01m54.6s,4,3,1,716,1726,1726,SN2007ae-NUV.fits.gz
SN2007al,2007-03-10,FUV,9h59m18.48s,-19d28m25.8s,5,4,1,406,326,326,SN2007al-FUV.fits.gz
SN2007al,2007-03-10,NUV,9h59m18.48s,-19d28m25.8s,5,4,1,406,326,326,SN2007al-NUV.fits.gz
SN2007ar,2007-03-12,FUV,13h21m01.93s,58d33m02.4s,3,1,2,737,379,344,SN2007ar-FUV.fits.gz
SN2007ar,2007-03-12,NUV,13h21m01.93s,58d33m02.4s,4,2,2,737,379,344,SN2007ar-NUV.fits.gz
SN2007au,2007-03-18,FUV,7h11m46.11s,49d51m13.4s,3,2,1,85,685,685,SN2007au-FUV.fits.gz
SN2007au,2007-03-18,NUV,7h11m46.11s,49d51m13.4s,3,2,1,85,685,685,SN2007au-NUV.fits.gz
SN2007ax,2007-03-21,FUV,8h22m43.26s,22d33m16.9s,3,2,1,762,338,339,SN2007ax-FUV.fits.gz
SN2007ax,2007-03-21,NUV,8h22m43.26s,22d33m16.9s,5,4,1,793,338,339,SN2007ax-NUV.fits.gz
SN2007bj,2007-04-18,FUV,16h22m10.59s,-1d30m51.4s,2,1,1,280,84,85,SN2007bj-FUV.fits.gz
SN2007bj,2007-04-18,NUV,16h22m10.59s,-1d30m51.4s,2,1,1,280,84,85,SN2007bj-NUV.fits.gz
SN2007cj,2007-05-03,FUV,9h59m55.76s,-29d37m03.3s,2,1,1,443,270,270,SN2007cj-FUV.fits.gz
SN2007cj,2007-05-03,NUV,9h59m55.76s,-29d37m03.3s,2,1,1,443,270,270,SN2007cj-NUV.fits.gz
SN2007cv,2007-06-29,FUV,10h37m45.4s,-27d04m57s,2,1,1,501,207,208,SN2007cv-FUV.fits.gz
SN2007cv,2007-06-29,NUV,10h37m45.4s,-27d04m57s,2,1,1,501,207,208,SN2007cv-NUV.fits.gz
SN2007cz,2007-04-03,FUV,9h55m36.78s,7d18m15s,4,2,2,399,677,287,SN2007cz-FUV.fits.gz
SN2007cz,2007-04-03,NUV,9h55m36.78s,7d18m15s,4,2,2,399,677,287,SN2007cz-NUV.fits.gz
SN2007da,2007-04-04,FUV,11h05m05.66s,8d38m58.5s,3,2,1,1099,364,364,SN2007da-FUV.fits.gz
SN2007da,2007-04-04,NUV,11h05m05.66s,8d38m58.5s,6,2,4,1099,1474,364,SN2007da-NUV.fits.gz
SN2007dd,2007-04-04,NUV,13h52m49.98s,20d29m49.5s,2,1,1,660,34,34,SN2007dd-NUV.fits.gz
SN2007de,2007-04-04,NUV,14h07m39.89s,19d28m04.8s,4,1,3,694,1518,34,SN2007de-NUV.fits.gz
SN2007dh,2007-04-18,NUV,11h52m36.7s,12d20m14.4s,2,1,1,48,696,696,SN2007dh-NUV.fits.gz
SN2007di,2007-04-18,FUV,16h14m25.92s,5d09m21.1s,3,2,1,279,414,415,SN2007di-FUV.fits.gz
SN2007di,2007-04-18,NUV,16h14m25.92s,5d09m21.1s,5,4,1,699,414,415,SN2007di-NUV.fits.gz
SN2007dj,2007-04-19,FUV,11h10m19.97s,-1d20m20s,4,1,3,30,686,672,SN2007dj-FUV.fits.gz
SN2007dj,2007-04-19,NUV,11h10m19.97s,-1d20m20s,5,2,3,383,686,672,SN2007dj-NUV.fits.gz
SN2007do,2007-04-27,NUV,10h36m10.18s,34d32m33.4s,2,1,1,788,1015,1015,SN2007do-NUV.fits.gz
SN2007dr,2007-04-27,FUV,16h41m56s,15d22m59.1s,2,1,1,291,80,81,SN2007dr-FUV.fits.gz
SN2007dr,2007-04-27,NUV,16h41m56s,15d22m59.1s,4,3,1,718,80,81,SN2007dr-NUV.fits.gz
SN2007ds,2007-04-29,FUV,16h14m04.6s,8d55m20s,3,1,2,288,397,73,SN2007ds-FUV.fits.gz
SN2007ds,2007-04-29,NUV,16h14m04.6s,8d55m20s,3,1,2,288,397,73,SN2007ds-NUV.fits.gz
SN2007du,2007-05-04,NUV,13h21m54.91s,23d02m26.8s,3,2,1,705,2,2,SN2007du-NUV.fits.gz
SN2007dx,2007-05-09,FUV,12h51m12.75s,-9d01m45.2s,3,1,2,40,357,358,SN2007dx-FUV.fits.gz
SN2007dx,2007-05-09,NUV,12h51m12.75s,-9d01m45.2s,8,6,2,737,357,358,SN2007dx-NUV.fits.gz
SN2007ev,2007-06-27,FUV,22h40m06.18s,24d41m57.1s,2,1,1,278,24,24,SN2007ev-FUV.fits.gz
SN2007ev,2007-06-27,NUV,22h40m06.18s,24d41m57.1s,2,1,1,278,24,24,SN2007ev-NUV.fits.gz
SN2007fd,2007-06-30,FUV,14h16m19.03s,36d13m01.3s,4,3,1,60,9,10,SN2007fd-FUV.fits.gz
SN2007fd,2007-06-30,NUV,14h16m19.03s,36d13m01.3s,6,5,1,762,9,10,SN2007fd-NUV.fits.gz
SN2007fq,2007-07-14,FUV,20h34m55.8s,-23d06m15.8s,2,1,1,318,7,7,SN2007fq-FUV.fits.gz
SN2007fq,2007-07-14,NUV,20h34m55.8s,-23d06m15.8s,2,1,1,318,7,7,SN2007fq-NUV.fits.gz
SN2007fr,2007-07-14,FUV,21h37m08.64s,0d26m13.553s,8,2,6,341,404,1,SN2007fr-FUV.fits.gz
SN2007fr,2007-07-14,NUV,21h37m08.64s,0d26m13.553s,8,2,6,341,404,1,SN2007fr-NUV.fits.gz
SN2007fs,2007-07-15,FUV,22h01m40.44s,-21d30m29.6s,3,2,1,1399,67,68,SN2007fs-FUV.fits.gz
SN2007fs,2007-07-15,NUV,22h01m40.44s,-21d30m29.6s,3,2,1,1399,67,68,SN2007fs-NUV.fits.gz
SN2007fu,2007-07-13,NUV,20h30m28.88s,-13d15m34.9s,5,4,1,1096,8,9,SN2007fu-NUV.fits.gz
SN2007gi,2007-07-31,FUV,12h01m23.42s,61d53m33.8s,3,2,1,166,244,244,SN2007gi-FUV.fits.gz
SN2007gi,2007-07-31,NUV,12h01m23.42s,61d53m33.8s,6,5,1,1275,244,244,SN2007gi-NUV.fits.gz
SN2007gt,2007-08-16,FUV,0h16m26.1696s,-0d21m09.5688s,6,2,4,334,439,395,SN2007gt-FUV.fits.gz
SN2007gt,2007-08-16,NUV,0h16m26.1696s,-0d21m09.5688s,6,2,4,334,439,395,SN2007gt-NUV.fits.gz
SN2007ht,2007-09-02,FUV,0h34m33.81s,-1d13m03.1s,5,2,3,327,18,6,SN2007ht-FUV.fits.gz
SN2007ht,2007-09-02,NUV,0h34m33.81s,-1d13m03.1s,5,2,3,327,18,6,SN2007ht-NUV.fits.gz
SN2007hx,2007-09-03,FUV,2h06m27.288s,-0d53m57.57s,4,3,1,1418,411,411,SN2007hx-FUV.fits.gz
SN2007hx,2007-09-03,NUV,2h06m27.288s,-0d53m57.57s,4,3,1,1418,411,411,SN2007hx-NUV.fits.gz
SN2007hy,2007-09-03,FUV,3h39m42.336s,1d05m32.28s,2,1,1,1376,457,457,SN2007hy-FUV.fits.gz
SN2007hy,2007-09-03,NUV,3h39m42.336s,1d05m32.28s,2,1,1,1376,457,457,SN2007hy-NUV.fits.gz
SN2007ia,2007-09-04,FUV,3h43m10.056s,0d06m08.8956s,5,1,4,267,468,468,SN2007ia-FUV.fits.gz
SN2007ia,2007-09-04,NUV,3h43m10.056s,0d06m08.8956s,7,1,6,267,817,468,SN2007ia-NUV.fits.gz
SN2007ic,2007-09-05,FUV,0h05m57.9816s,1d06m11.124s,7,1,6,1415,63,26,SN2007ic-FUV.fits.gz
SN2007ic,2007-09-05,NUV,0h05m57.9816s,1d06m11.124s,7,1,6,1415,63,26,SN2007ic-NUV.fits.gz
SN2007ie,2007-09-05,FUV,22h17m36.69s,0d36m48s,88,82,6,1465,384,5,SN2007ie-FUV.fits.gz
SN2007ie,2007-09-05,NUV,22h17m36.69s,0d36m48s,131,84,47,1465,1444,5,SN2007ie-NUV.fits.gz
SN2007ij,2007-09-04,FUV,23h57m22.08s,0d06m21.089s,4,2,2,1414,66,29,SN2007ij-FUV.fits.gz
SN2007ij,2007-09-04,NUV,23h57m22.08s,0d06m21.089s,4,2,2,1414,66,29,SN2007ij-NUV.fits.gz
SN2007ik,2007-09-05,FUV,22h38m53.76s,-1d10m02.14s,5,4,1,1120,378,379,SN2007ik-FUV.fits.gz
SN2007ik,2007-09-05,NUV,22h38m53.76s,-1d10m02.14s,6,5,1,1120,378,379,SN2007ik-NUV.fits.gz
